@relation fact
@attribute cap.diameter numeric
@attribute habitat {'d','g','h','l','m','p','u','w'}
@attribute class {'e','p'}
@data
6.19,'d','p'
5.52,'d','p'
6.37,'d','p'
6.64,'d','p'
4.58,'d','p'
6.67,'d','p'
5.4,'d','p'
5.66,'d','p'
5.87,'d','p'
6.46,'d','p'
5.85,'d','p'
5.38,'d','p'
5.67,'d','p'
6.49,'d','p'
6.41,'d','p'
6.84,'d','p'
6.66,'d','p'
5.64,'d','p'
5.62,'d','p'
6.37,'d','p'
5.53,'d','p'
5.95,'d','p'
7.28,'d','p'
6.74,'d','p'
4.42,'d','p'
5.52,'d','p'
6.67,'d','p'
5.37,'d','p'
5.88,'d','p'
6.07,'d','p'
5.76,'d','p'
6.8,'d','p'
6.19,'d','p'
6.17,'d','p'
5.23,'d','p'
6.51,'d','p'
7.28,'d','p'
6.57,'d','p'
6.28,'d','p'
5.33,'d','p'
5.9,'d','p'
5.81,'d','p'
5.81,'d','p'
5.99,'d','p'
5.91,'d','p'
5.44,'d','p'
6.08,'d','p'
7.25,'d','p'
6.19,'d','p'
6.04,'d','p'
4.55,'d','p'
5.64,'d','p'
6.45,'d','p'
6.81,'d','p'
6.95,'d','p'
6.9,'d','p'
6.7,'d','p'
5.83,'d','p'
5.17,'d','p'
7.05,'d','p'
5.14,'d','p'
5.54,'d','p'
6,'d','p'
7.2,'d','p'
5.91,'d','p'
5.24,'d','p'
5.67,'d','p'
6.72,'d','p'
5.79,'d','p'
5.44,'d','p'
4.97,'d','p'
6.09,'d','p'
5.77,'d','p'
6.81,'d','p'
6.35,'d','p'
6.35,'d','p'
7.16,'d','p'
5.85,'d','p'
6.11,'d','p'
5.05,'d','p'
7,'d','p'
6.48,'d','p'
6.59,'d','p'
6.46,'d','p'
6.02,'d','p'
6.96,'d','p'
5.88,'d','p'
6.01,'d','p'
5.23,'d','p'
5.83,'d','p'
5.16,'d','p'
6.32,'d','p'
5.54,'d','p'
6.35,'d','p'
6.87,'d','p'
7.28,'d','p'
6.27,'d','p'
6.73,'d','p'
6.93,'d','p'
5.54,'d','p'
6.2,'d','p'
5.58,'d','p'
6.11,'d','p'
5.43,'d','p'
6.32,'d','p'
5.91,'d','p'
5.41,'d','p'
6.61,'d','p'
5.89,'d','p'
4.82,'d','p'
4.69,'d','p'
5.56,'d','p'
6.34,'d','p'
5.33,'d','p'
4.11,'d','p'
6.58,'d','p'
6.22,'d','p'
6.28,'d','p'
6.53,'d','p'
5.66,'d','p'
5.16,'d','p'
5.46,'d','p'
6.6,'d','p'
5.82,'d','p'
6.46,'d','p'
6.74,'d','p'
4.92,'d','p'
5.51,'d','p'
6.2,'d','p'
7.18,'d','p'
4.82,'d','p'
6.86,'d','p'
5.78,'d','p'
6.07,'d','p'
6.12,'d','p'
6.39,'d','p'
5.96,'d','p'
5.95,'d','p'
5.87,'d','p'
6.24,'d','p'
5.8,'d','p'
5.54,'d','p'
6.25,'d','p'
5.97,'d','p'
5.37,'d','p'
5.93,'d','p'
6.09,'d','p'
5.89,'d','p'
5.98,'d','p'
6.06,'d','p'
5.79,'d','p'
4.4,'g','p'
3.38,'d','p'
3.09,'m','p'
4.61,'m','p'
3.21,'d','p'
2.85,'m','p'
4.1,'m','p'
3.52,'g','p'
3.88,'m','p'
3.85,'g','p'
3.84,'d','p'
4.69,'m','p'
4.5,'g','p'
4.43,'g','p'
4.13,'d','p'
2.65,'d','p'
4.08,'d','p'
3.16,'m','p'
4.59,'g','p'
3.6,'d','p'
4.45,'m','p'
4.4,'d','p'
4.94,'d','p'
4.62,'d','p'
4.53,'m','p'
3.09,'d','p'
2.56,'m','p'
4.09,'d','p'
3.64,'d','p'
4.54,'m','p'
3.69,'g','p'
3.74,'g','p'
2.82,'g','p'
4.49,'d','p'
4.73,'m','p'
4.72,'m','p'
4.47,'g','p'
3.36,'g','p'
2.99,'d','p'
3.26,'g','p'
4.5,'d','p'
4.55,'g','p'
3.3,'g','p'
4.27,'d','p'
4.83,'m','p'
4.99,'g','p'
3.28,'m','p'
4.71,'m','p'
3.26,'d','p'
4.08,'d','p'
2.86,'d','p'
3.22,'g','p'
4.4,'m','p'
4.29,'d','p'
3.09,'d','p'
4.52,'g','p'
3.53,'m','p'
4.07,'d','p'
5,'m','p'
3.91,'g','p'
3.8,'d','p'
4.56,'g','p'
4.54,'g','p'
4.3,'g','p'
4.23,'m','p'
3.9,'g','p'
3.84,'d','p'
4.1,'d','p'
2.88,'g','p'
4.97,'d','p'
3.78,'m','p'
4.16,'m','p'
3.59,'g','p'
4.66,'g','p'
3.54,'d','p'
3.81,'d','p'
4.03,'d','p'
4.9,'m','p'
4.25,'g','p'
4.52,'d','p'
4.27,'d','p'
4.2,'m','p'
4.25,'d','p'
4.07,'g','p'
4.03,'m','p'
4.04,'m','p'
3.65,'d','p'
4.75,'d','p'
4.62,'g','p'
3.56,'d','p'
3.68,'m','p'
4.23,'d','p'
4.53,'d','p'
3.57,'d','p'
4.04,'m','p'
4.48,'d','p'
3.02,'d','p'
2.52,'d','p'
3.53,'g','p'
2.99,'g','p'
3.26,'d','p'
3.85,'d','p'
3.66,'g','p'
2.77,'m','p'
3.13,'g','p'
4.27,'g','p'
4.14,'g','p'
3.63,'m','p'
2.85,'g','p'
3.57,'g','p'
4.35,'d','p'
3.23,'g','p'
3.87,'g','p'
3.72,'d','p'
4.66,'d','p'
4.95,'d','p'
4.86,'g','p'
4.69,'d','p'
3.72,'g','p'
2.88,'g','p'
4.17,'g','p'
4.3,'d','p'
4.23,'g','p'
3.27,'m','p'
4.53,'d','p'
3.28,'m','p'
3.15,'m','p'
2.49,'d','p'
4.47,'d','p'
4.08,'g','p'
3.06,'m','p'
3.78,'m','p'
2.88,'g','p'
4.35,'g','p'
4.72,'m','p'
4.01,'m','p'
5.12,'g','p'
4.87,'m','p'
2.78,'m','p'
3.31,'m','p'
4.38,'d','p'
3.71,'g','p'
3.26,'g','p'
4.64,'d','p'
4.14,'g','p'
3.05,'m','p'
3.43,'m','p'
4.14,'m','p'
3.67,'m','p'
2.2,'m','p'
4.69,'d','p'
3.2,'d','p'
4.81,'g','p'
3.82,'d','p'
5.13,'d','p'
4.94,'d','p'
3.36,'g','p'
4.4,'d','p'
4,'m','p'
4.23,'m','p'
3.24,'m','p'
3.67,'d','p'
3.5,'g','p'
4.24,'g','p'
4.11,'m','p'
4.63,'d','p'
4.19,'g','p'
3.74,'d','p'
2.86,'m','p'
4.23,'g','p'
2.08,'g','p'
2.57,'d','p'
4.44,'g','p'
4.51,'g','p'
4.38,'g','p'
3.57,'m','p'
2.62,'d','p'
4.77,'m','p'
4.61,'m','p'
3.21,'d','p'
2.73,'m','p'
3.15,'g','p'
4.06,'m','p'
3.77,'d','p'
4.29,'d','p'
3.65,'m','p'
4.38,'g','p'
4.16,'d','p'
4.07,'g','p'
3.39,'g','p'
3.96,'d','p'
4.6,'g','p'
4.34,'d','p'
5.04,'d','p'
4.5,'g','p'
4.35,'m','p'
3.11,'m','p'
4.9,'d','p'
3.45,'d','p'
4.72,'d','p'
4.05,'g','p'
4.2,'d','p'
5.57,'g','p'
5.24,'g','p'
3.98,'d','p'
2.77,'m','p'
4.14,'g','p'
4.79,'d','p'
4.94,'g','p'
3.69,'g','p'
4.33,'g','p'
2.92,'m','p'
3.68,'g','p'
4.06,'g','p'
3.5,'g','p'
4.61,'m','p'
3.35,'m','p'
2.99,'g','p'
4.23,'d','p'
4.54,'m','p'
3.92,'g','p'
4.5,'d','p'
4.57,'g','p'
4.53,'g','p'
3.65,'d','p'
4.29,'m','p'
3.47,'g','p'
2.75,'g','p'
3.81,'g','p'
4.29,'g','p'
3.86,'m','p'
4.27,'d','p'
4.39,'d','p'
4.65,'g','p'
3.52,'m','p'
3.82,'d','p'
3.31,'g','p'
5.31,'g','p'
4,'m','p'
4.6,'d','p'
3.15,'m','p'
4.44,'m','p'
3.61,'g','p'
4.53,'d','p'
3.41,'d','p'
4.56,'m','p'
4.08,'g','p'
4.51,'g','p'
3.86,'m','p'
4.49,'d','p'
4.92,'m','p'
3.92,'g','p'
4.73,'m','p'
4.41,'g','p'
4.79,'m','p'
3.85,'d','p'
3.2,'d','p'
5.65,'d','p'
3.27,'d','p'
4.1,'g','p'
3.97,'m','p'
3.99,'g','p'
3.07,'g','p'
5.09,'d','p'
6.03,'d','p'
3.36,'d','p'
4.03,'m','p'
5.23,'m','p'
3.8,'m','p'
4,'g','p'
2.98,'d','p'
4.61,'m','p'
3.4,'d','p'
3.21,'d','p'
3.85,'m','p'
4.47,'g','p'
3.62,'g','p'
3.05,'m','p'
3.31,'g','p'
4.44,'d','p'
4.68,'m','p'
3.2,'m','p'
2.88,'g','p'
4.45,'m','p'
3.31,'m','p'
4.3,'d','p'
4.88,'g','p'
4.94,'d','p'
3.92,'g','p'
4.82,'m','p'
4.57,'m','p'
3.47,'g','p'
3.91,'d','p'
4.25,'g','p'
5.03,'m','p'
3.55,'d','p'
3.79,'m','p'
4.07,'g','p'
3.68,'d','p'
3.75,'d','p'
3.65,'d','p'
3.85,'g','p'
4.35,'d','p'
3.52,'d','p'
3.76,'d','p'
4.14,'d','p'
5.06,'d','p'
5.02,'d','p'
4.36,'d','p'
4.13,'g','p'
4.05,'d','p'
3.23,'d','p'
3.94,'d','p'
3.41,'d','p'
3.72,'d','p'
4.24,'g','p'
5.35,'g','p'
3.55,'m','p'
4.85,'m','p'
3.91,'m','p'
4,'d','p'
4.36,'m','p'
3.17,'g','p'
3.35,'m','p'
4.55,'m','p'
4.45,'d','p'
4.89,'g','p'
3.34,'g','p'
2.64,'g','p'
4.47,'d','p'
4.37,'d','p'
3.83,'g','p'
4.68,'g','p'
3.97,'g','p'
3.3,'d','p'
3,'m','p'
5.34,'m','p'
4.06,'g','p'
4.51,'m','p'
3.7,'d','p'
4.03,'d','p'
4.16,'m','p'
3.32,'d','p'
4.51,'g','p'
4.94,'g','p'
4.51,'m','p'
3.72,'g','p'
3.16,'m','p'
3.58,'d','p'
4.4,'g','p'
3.46,'g','p'
4.64,'m','p'
4.73,'m','p'
2.19,'m','p'
2.15,'m','p'
1.65,'m','p'
1.94,'m','p'
2.28,'m','p'
1.93,'m','p'
2.13,'m','p'
1.72,'m','p'
2.5,'m','p'
2.08,'m','p'
2.4,'m','p'
2.09,'m','p'
1.93,'m','p'
2.09,'m','p'
1.77,'m','p'
2.34,'m','p'
2.4,'m','p'
2.33,'m','p'
2.3,'m','p'
2.35,'m','p'
2.19,'m','p'
2.16,'m','p'
1.66,'m','p'
1.54,'m','p'
2.18,'m','p'
1.98,'m','p'
2.16,'m','p'
1.67,'m','p'
1.97,'m','p'
1.74,'m','p'
2.53,'m','p'
1.5,'m','p'
2.29,'m','p'
2.6,'m','p'
2.23,'m','p'
1.58,'m','p'
1.74,'m','p'
1.73,'m','p'
2.13,'m','p'
2.03,'m','p'
2.14,'m','p'
2.57,'m','p'
2.25,'m','p'
1.8,'m','p'
1.84,'m','p'
1.85,'m','p'
1.8,'m','p'
2.03,'m','p'
1.48,'m','p'
2.34,'m','p'
1.93,'m','p'
2.71,'m','p'
1.9,'m','p'
2.47,'m','p'
2.46,'m','p'
1.88,'m','p'
2.28,'m','p'
1.95,'m','p'
2.05,'m','p'
2,'m','p'
1.91,'m','p'
1.55,'m','p'
1.6,'m','p'
2.02,'m','p'
2.3,'m','p'
2.05,'m','p'
2.08,'m','p'
1.57,'m','p'
1.82,'m','p'
1.8,'m','p'
2.83,'m','p'
2.16,'m','p'
1.75,'m','p'
2.66,'m','p'
2.68,'m','p'
2.65,'m','p'
2.69,'m','p'
1.58,'m','p'
1.75,'m','p'
2.03,'m','p'
2.16,'m','p'
2.36,'m','p'
2.24,'m','p'
2.43,'m','p'
1.68,'m','p'
1.79,'m','p'
2.02,'m','p'
2.11,'m','p'
1.3,'m','p'
1.33,'m','p'
2.13,'m','p'
2.38,'m','p'
2.24,'m','p'
2.44,'m','p'
1.88,'m','p'
1.95,'m','p'
2.12,'m','p'
2.02,'m','p'
2.2,'m','p'
2.21,'m','p'
2.41,'m','p'
2.3,'m','p'
1.74,'m','p'
2.35,'m','p'
2.11,'m','p'
1.75,'m','p'
1.13,'m','p'
1.92,'m','p'
2.12,'m','p'
1.74,'m','p'
1.33,'m','p'
2.02,'m','p'
1.72,'m','p'
2.22,'m','p'
2.03,'m','p'
2.27,'m','p'
1.6,'m','p'
2.37,'m','p'
2.29,'m','p'
2.1,'m','p'
2.25,'m','p'
2.16,'m','p'
1.89,'m','p'
2.52,'m','p'
2.54,'m','p'
1.53,'m','p'
2.04,'m','p'
1.95,'m','p'
1.82,'m','p'
2.58,'m','p'
2.93,'m','p'
2.05,'m','p'
2.38,'m','p'
1.6,'m','p'
2.22,'m','p'
1.79,'m','p'
1.54,'m','p'
2.28,'m','p'
2.16,'m','p'
2.57,'m','p'
2.26,'m','p'
1.76,'m','p'
2.22,'m','p'
1.46,'m','p'
1.66,'m','p'
2.41,'m','p'
1.72,'m','p'
2.01,'m','p'
2.11,'m','p'
2.22,'m','p'
2.39,'m','p'
2.31,'m','p'
2.2,'m','p'
2.22,'m','p'
1.86,'m','p'
2.03,'m','p'
2.39,'m','p'
2.32,'m','p'
2.03,'m','p'
1.99,'m','p'
2.02,'m','p'
2.04,'m','p'
1.93,'m','p'
1.71,'m','p'
1.55,'m','p'
1.86,'m','p'
1.51,'m','p'
2.12,'m','p'
2.15,'m','p'
1.99,'m','p'
2.28,'m','p'
2.01,'m','p'
1.86,'m','p'
2.31,'m','p'
2.33,'m','p'
2.36,'m','p'
1.66,'m','p'
1.78,'m','p'
1.45,'m','p'
1.66,'m','p'
2.5,'m','p'
2,'m','p'
1.81,'m','p'
1.66,'m','p'
1.93,'m','p'
1.89,'m','p'
2.71,'m','p'
2.19,'m','p'
2.13,'m','p'
2.03,'m','p'
2.05,'m','p'
1.78,'m','p'
1.75,'m','p'
1.61,'m','p'
2.19,'m','p'
1.94,'m','p'
2.51,'m','p'
2.27,'m','p'
1.64,'m','p'
2.06,'m','p'
1.55,'m','p'
1.54,'m','p'
1.95,'m','p'
1.59,'m','p'
1.82,'m','p'
1.88,'m','p'
1.64,'m','p'
2.18,'m','p'
1.93,'m','p'
1.83,'m','p'
1.86,'m','p'
1.76,'m','p'
1.5,'m','p'
2.38,'m','p'
2.21,'m','p'
2.4,'m','p'
1.62,'m','p'
2.14,'m','p'
2.07,'m','p'
2.21,'m','p'
2.31,'m','p'
2.08,'m','p'
1.81,'m','p'
2.04,'m','p'
2.32,'m','p'
1.84,'m','p'
1.84,'m','p'
1.9,'m','p'
2.45,'m','p'
1.6,'m','p'
1.68,'m','p'
1.92,'m','p'
1.28,'m','p'
2.17,'m','p'
1.84,'m','p'
2.28,'m','p'
2.25,'m','p'
2.46,'m','p'
2.45,'m','p'
2.04,'m','p'
1.84,'m','p'
1.89,'m','p'
1.89,'m','p'
1.55,'m','p'
2,'m','p'
2.15,'m','p'
2.53,'m','p'
2.13,'m','p'
2.2,'m','p'
1.74,'m','p'
2.37,'m','p'
2.22,'m','p'
2.39,'m','p'
2.37,'m','p'
1.53,'m','p'
1.9,'m','p'
2.37,'m','p'
1.61,'m','p'
1.91,'m','p'
2.68,'m','p'
2.15,'m','p'
1.88,'m','p'
2.19,'m','p'
2,'m','p'
1.8,'m','p'
2.37,'m','p'
2.41,'m','p'
2.22,'m','p'
1.58,'m','p'
2.2,'m','p'
1.55,'m','p'
2.08,'m','p'
2.01,'m','p'
1.69,'m','p'
2,'m','p'
2.03,'m','p'
2.56,'m','p'
2.42,'m','p'
1.91,'m','p'
2.03,'m','p'
1.42,'m','p'
2.53,'m','p'
2.08,'m','p'
1.89,'m','p'
1.99,'m','p'
2.2,'m','p'
1.98,'m','p'
2.14,'m','p'
2.05,'m','p'
1.69,'m','p'
1.65,'m','p'
1.96,'m','p'
1.83,'m','p'
1.82,'m','p'
1.79,'m','p'
1.53,'m','p'
2.11,'m','p'
1.98,'m','p'
2.07,'m','p'
2.1,'m','p'
2.46,'m','p'
2.26,'m','p'
1.99,'m','p'
2.08,'m','p'
2.1,'m','p'
1.79,'m','p'
1.91,'m','p'
1.98,'m','p'
2.38,'m','p'
1.69,'m','p'
2.02,'m','p'
1.7,'m','p'
1.76,'m','p'
2,'m','p'
2.05,'m','p'
1.99,'m','p'
1.86,'m','p'
2.19,'m','p'
1.97,'m','p'
1.64,'m','p'
1.67,'m','p'
1.85,'m','p'
1.36,'m','p'
1.97,'m','p'
2.32,'m','p'
1.97,'m','p'
2,'m','p'
2.18,'m','p'
1.51,'m','p'
2.39,'m','p'
1.64,'m','p'
1.89,'m','p'
2.09,'m','p'
2.14,'m','p'
2.13,'m','p'
2.31,'m','p'
2.62,'m','p'
1.95,'m','p'
2.4,'m','p'
2.14,'m','p'
1.84,'m','p'
1.64,'m','p'
1.74,'m','p'
1.44,'m','p'
2.1,'m','p'
1.96,'m','p'
2.91,'m','p'
2.5,'m','p'
2.5,'m','p'
1.75,'m','p'
2.41,'m','p'
1.79,'m','p'
1.76,'m','p'
0.92,'g','p'
1.04,'m','p'
0.89,'m','p'
1,'g','p'
1,'g','p'
1.24,'m','p'
0.78,'g','p'
1.1,'g','p'
0.81,'g','p'
1.02,'g','p'
1.14,'m','p'
1.04,'m','p'
1.2,'g','p'
0.74,'g','p'
0.94,'g','p'
1.03,'g','p'
0.85,'m','p'
0.97,'m','p'
0.94,'g','p'
0.98,'m','p'
0.99,'m','p'
0.83,'g','p'
1.18,'g','p'
1,'m','p'
0.95,'g','p'
0.92,'m','p'
0.91,'g','p'
0.89,'m','p'
1.07,'g','p'
1.13,'m','p'
0.86,'m','p'
0.91,'g','p'
0.81,'g','p'
1.09,'g','p'
1.03,'m','p'
1.07,'g','p'
1.45,'g','p'
0.84,'m','p'
0.83,'m','p'
1.29,'g','p'
0.96,'g','p'
0.89,'g','p'
1.09,'g','p'
0.96,'g','p'
0.94,'g','p'
0.83,'g','p'
1.08,'m','p'
1.12,'g','p'
0.95,'g','p'
1.07,'m','p'
1.01,'m','p'
0.92,'m','p'
0.81,'g','p'
1.03,'g','p'
0.97,'m','p'
0.89,'m','p'
1.18,'g','p'
0.94,'m','p'
0.96,'g','p'
1.14,'m','p'
0.75,'m','p'
0.9,'m','p'
1.2,'g','p'
1.19,'g','p'
0.78,'g','p'
1.19,'g','p'
1.15,'g','p'
0.6,'m','p'
0.86,'g','p'
1.15,'g','p'
1.05,'g','p'
0.79,'m','p'
0.73,'m','p'
0.9,'m','p'
1.01,'g','p'
1.17,'m','p'
1.25,'g','p'
0.98,'m','p'
0.79,'g','p'
0.83,'g','p'
1,'m','p'
1.05,'g','p'
1.17,'g','p'
1.14,'g','p'
1,'g','p'
1.11,'g','p'
1.09,'g','p'
0.82,'g','p'
1.11,'m','p'
1.33,'g','p'
1.12,'m','p'
0.99,'g','p'
1.14,'m','p'
1.13,'m','p'
1.01,'g','p'
0.76,'m','p'
0.99,'m','p'
0.94,'m','p'
0.89,'m','p'
1.12,'g','p'
0.9,'g','p'
0.82,'g','p'
0.87,'m','p'
0.93,'m','p'
1.19,'g','p'
0.79,'g','p'
1.08,'g','p'
1.2,'g','p'
0.78,'m','p'
1.26,'g','p'
0.73,'m','p'
0.91,'g','p'
0.91,'m','p'
0.79,'m','p'
0.99,'g','p'
0.73,'g','p'
0.93,'m','p'
1,'m','p'
0.84,'m','p'
1.1,'g','p'
0.97,'m','p'
0.71,'g','p'
1.02,'m','p'
0.72,'g','p'
0.85,'g','p'
0.93,'m','p'
0.92,'g','p'
0.94,'g','p'
1.16,'m','p'
0.69,'m','p'
0.8,'m','p'
0.94,'g','p'
0.93,'g','p'
1.14,'m','p'
0.94,'g','p'
0.93,'g','p'
0.96,'g','p'
1.18,'g','p'
0.82,'m','p'
1,'m','p'
1.04,'m','p'
0.98,'m','p'
0.92,'g','p'
0.8,'m','p'
0.71,'g','p'
0.65,'m','p'
1.24,'m','p'
0.8,'g','p'
0.93,'g','p'
1,'m','p'
0.91,'m','p'
1,'g','p'
0.86,'m','p'
0.98,'m','p'
1.14,'g','p'
1.3,'g','p'
1.07,'g','p'
1.02,'g','p'
0.76,'g','p'
1.23,'m','p'
1.47,'g','p'
0.94,'m','p'
1.21,'m','p'
1.03,'g','p'
0.72,'m','p'
1.08,'m','p'
1.31,'g','p'
1.17,'m','p'
1.1,'g','p'
0.98,'m','p'
1.01,'g','p'
1.07,'m','p'
1.07,'m','p'
1.23,'m','p'
1.2,'m','p'
0.99,'g','p'
1.1,'g','p'
1.21,'g','p'
1.01,'m','p'
0.94,'g','p'
1.09,'m','p'
1.02,'g','p'
1.25,'m','p'
1.03,'m','p'
0.89,'m','p'
0.91,'m','p'
0.84,'m','p'
0.89,'m','p'
0.84,'g','p'
1.02,'g','p'
0.84,'g','p'
0.89,'g','p'
0.95,'m','p'
1.23,'g','p'
0.91,'g','p'
1.14,'m','p'
0.81,'g','p'
0.85,'g','p'
0.92,'g','p'
1,'g','p'
0.94,'m','p'
1.18,'g','p'
1.04,'m','p'
1.39,'g','p'
0.8,'g','p'
1.09,'g','p'
1.07,'g','p'
0.74,'g','p'
0.86,'g','p'
1.1,'m','p'
1,'m','p'
0.91,'m','p'
0.92,'m','p'
0.87,'m','p'
1.16,'m','p'
1.17,'m','p'
1.08,'m','p'
0.97,'m','p'
0.62,'g','p'
1.11,'m','p'
1.14,'g','p'
0.82,'m','p'
0.89,'m','p'
1.02,'g','p'
0.89,'g','p'
0.97,'m','p'
1.17,'m','p'
1.09,'m','p'
0.9,'m','p'
1.07,'m','p'
0.93,'g','p'
1.24,'g','p'
0.76,'g','p'
0.96,'m','p'
0.84,'g','p'
0.87,'m','p'
1.19,'g','p'
0.61,'g','p'
0.7,'m','p'
1.05,'m','p'
0.92,'m','p'
1.09,'m','p'
1.15,'m','p'
0.83,'g','p'
0.88,'m','p'
0.97,'g','p'
0.96,'m','p'
0.76,'m','p'
1.12,'g','p'
1.07,'m','p'
1.1,'g','p'
1.15,'m','p'
0.7,'g','p'
1.08,'g','p'
1.12,'m','p'
0.99,'m','p'
1.02,'m','p'
0.99,'g','p'
1.06,'g','p'
0.99,'g','p'
0.64,'m','p'
0.93,'m','p'
1,'g','p'
1.24,'m','p'
0.8,'g','p'
1.26,'g','p'
1.11,'g','p'
1.09,'m','p'
1.04,'g','p'
1.24,'m','p'
1.2,'g','p'
1.13,'g','p'
1.07,'m','p'
1.05,'g','p'
0.47,'g','p'
0.92,'g','p'
0.58,'g','p'
1.03,'g','p'
0.89,'m','p'
0.87,'m','p'
0.67,'m','p'
0.75,'g','p'
0.85,'m','p'
1.1,'m','p'
1.33,'m','p'
0.61,'m','p'
1.05,'g','p'
0.95,'m','p'
1.21,'g','p'
1.32,'m','p'
1.21,'m','p'
1.02,'g','p'
0.98,'m','p'
1.02,'g','p'
0.98,'m','p'
1.06,'m','p'
1.19,'m','p'
0.82,'m','p'
0.67,'g','p'
0.69,'m','p'
1.21,'g','p'
0.86,'g','p'
1.18,'m','p'
1.01,'m','p'
0.85,'m','p'
1.17,'m','p'
0.96,'g','p'
0.93,'m','p'
1.1,'m','p'
1.02,'m','p'
0.89,'m','p'
0.98,'m','p'
0.96,'m','p'
0.7,'g','p'
1.1,'g','p'
0.84,'m','p'
1.19,'g','p'
0.92,'m','p'
0.86,'g','p'
0.99,'m','p'
0.94,'m','p'
1.22,'m','p'
1.33,'m','p'
0.89,'g','p'
1.09,'m','p'
1.01,'m','p'
1.13,'g','p'
1.05,'g','p'
1.32,'m','p'
0.98,'m','p'
0.97,'m','p'
1.25,'m','p'
1.05,'m','p'
0.75,'g','p'
0.98,'m','p'
0.93,'m','p'
1.66,'m','p'
0.97,'m','p'
0.99,'g','p'
1.26,'m','p'
1.13,'m','p'
1.07,'m','p'
1.03,'g','p'
1.21,'m','p'
0.98,'g','p'
1.22,'g','p'
1.26,'m','p'
0.67,'g','p'
0.86,'g','p'
0.96,'g','p'
0.84,'m','p'
1.17,'m','p'
1.08,'m','p'
9.23,'d','p'
8.08,'h','p'
8.59,'d','p'
9.38,'d','p'
10.41,'d','p'
10.62,'h','p'
9.92,'h','p'
8.96,'h','p'
7.84,'h','p'
9.02,'d','p'
10.21,'h','p'
9.05,'h','p'
9.52,'d','p'
8.44,'d','p'
9.34,'h','p'
10.55,'d','p'
8.62,'d','p'
8.82,'h','p'
9.04,'h','p'
8.5,'h','p'
8.93,'d','p'
7.53,'d','p'
8.98,'d','p'
9.77,'d','p'
7.8,'d','p'
8.36,'d','p'
10.28,'d','p'
8.17,'h','p'
10.27,'d','p'
10.53,'h','p'
9.09,'d','p'
7.11,'h','p'
10.01,'d','p'
10.4,'d','p'
7.68,'h','p'
8.37,'h','p'
8.59,'d','p'
8.66,'d','p'
7.55,'d','p'
10.1,'d','p'
9.44,'d','p'
9.91,'d','p'
7.58,'d','p'
10.28,'d','p'
8.31,'d','p'
9.64,'d','p'
9.11,'h','p'
8.47,'h','p'
10.51,'h','p'
8.02,'d','p'
7.83,'h','p'
9.63,'d','p'
8.96,'d','p'
7.47,'d','p'
8.74,'d','p'
7.23,'d','p'
7.85,'d','p'
9.31,'h','p'
8.41,'d','p'
11,'h','p'
8.92,'d','p'
9.97,'d','p'
8.09,'h','p'
7.32,'d','p'
9.34,'d','p'
9.82,'h','p'
6.07,'h','p'
8.69,'d','p'
9.62,'d','p'
7.02,'h','p'
9.47,'d','p'
8.48,'h','p'
6.89,'d','p'
10.09,'h','p'
10.04,'d','p'
9.65,'d','p'
7.58,'d','p'
8.53,'d','p'
9.99,'d','p'
8.43,'d','p'
9.46,'h','p'
8.58,'h','p'
8.54,'d','p'
9.86,'d','p'
8.77,'d','p'
9.22,'h','p'
8.31,'d','p'
8.38,'d','p'
10.05,'d','p'
9.66,'d','p'
8.79,'d','p'
9.44,'h','p'
8.28,'h','p'
8.53,'d','p'
10.03,'d','p'
8.28,'d','p'
9.56,'d','p'
9.17,'d','p'
9.25,'d','p'
9.16,'h','p'
9.42,'d','p'
8.79,'h','p'
7.54,'h','p'
11.06,'d','p'
8.85,'h','p'
10.19,'h','p'
8.92,'h','p'
8.86,'d','p'
9.63,'h','p'
9.48,'d','p'
8.11,'d','p'
9.03,'h','p'
10.4,'d','p'
9.14,'d','p'
10.2,'h','p'
9.24,'d','p'
9.17,'h','p'
9.64,'h','p'
9.68,'d','p'
10.31,'d','p'
10.59,'h','p'
8.78,'d','p'
9.52,'d','p'
8.74,'h','p'
8.73,'d','p'
7.55,'h','p'
8.27,'h','p'
8.83,'d','p'
10.81,'h','p'
7.48,'d','p'
9.01,'d','p'
6.69,'d','p'
9.55,'h','p'
9.34,'d','p'
7.46,'d','p'
10.51,'h','p'
8.45,'h','p'
8.46,'d','p'
9.34,'d','p'
8.5,'h','p'
8.88,'d','p'
9.11,'d','p'
9.19,'h','p'
9.68,'h','p'
10.15,'d','p'
8.83,'h','p'
6.94,'h','p'
9.4,'h','p'
9.39,'h','p'
8.92,'h','p'
8.96,'h','p'
10.15,'d','p'
6.12,'h','p'
9.69,'h','p'
9.23,'h','p'
8.74,'d','p'
9.27,'d','p'
11.27,'h','p'
8.91,'d','p'
10.28,'d','p'
9.35,'d','p'
8.13,'h','p'
7.06,'h','p'
8.02,'d','p'
8.29,'h','p'
9.1,'d','p'
9.63,'d','p'
8.67,'d','p'
9.91,'d','p'
10.15,'d','p'
8.19,'d','p'
7.88,'h','p'
9.52,'h','p'
8.28,'d','p'
7.79,'d','p'
8.77,'d','p'
10.34,'h','p'
9.27,'h','p'
8.86,'d','p'
8.97,'h','p'
8.85,'d','p'
9.06,'h','p'
9.52,'d','p'
10.16,'h','p'
8.05,'d','p'
7.77,'h','p'
11.29,'d','p'
8.69,'d','p'
8.46,'d','p'
